time	userID	repoID
2008-04-01 05:20:41	12985	5326
2008-04-11 03:58:20	31886	104307
2008-04-11 03:58:20	151743	104307
2008-04-11 03:58:20	196617	104307
2008-04-11 03:58:20	206357	104307
2008-04-11 03:58:20	206373	104307
2008-04-11 03:58:20	33456	104307
2008-04-11 03:58:20	153400	104307
2008-04-11 03:58:20	196696	104307
2008-04-11 03:58:20	206358	104307
2008-04-11 03:58:20	206374	104307
2008-04-11 03:58:20	49266	104307
2008-04-11 03:58:20	170019	104307
2008-04-11 03:58:20	196944	104307
2008-04-11 03:58:20	206359	104307
2008-04-11 03:58:20	312258	104307
2008-04-11 03:58:20	59585	104307
2008-04-11 03:58:20	170396	104307
2008-04-11 03:58:20	197292	104307
2008-04-11 03:58:20	206360	104307
2008-04-11 03:58:20	358007	104307
2008-04-11 03:58:20	67202	104307
2008-04-11 03:58:20	170478	104307
2008-04-11 03:58:20	197410	104307
2008-04-11 03:58:20	206361	104307
2008-04-11 03:58:20	414144	104307
2008-04-11 03:58:20	70993	104307
2008-04-11 03:58:20	170609	104307
2008-04-11 03:58:20	203199	104307
2008-04-11 03:58:20	206362	104307
2008-04-11 03:58:20	418309	104307
2008-04-11 03:58:20	80352	104307
2008-04-11 03:58:20	171991	104307
2008-04-11 03:58:20	206347	104307
2008-04-11 03:58:20	206363	104307
2008-04-11 03:58:20	507746	104307
2008-04-11 03:58:20	80403	104307
2008-04-11 03:58:20	172400	104307
2008-04-11 03:58:20	206348	104307
2008-04-11 03:58:20	206364	104307
2008-04-11 03:58:20	507747	104307
2008-04-11 03:58:20	98128	104307
2008-04-11 03:58:20	173421	104307
2008-04-11 03:58:20	206349	104307
2008-04-11 03:58:20	206365	104307
2008-04-11 03:58:20	100043	104307
2008-04-11 03:58:20	173514	104307
2008-04-11 03:58:20	206350	104307
2008-04-11 03:58:20	206366	104307
2008-04-11 03:58:20	102991	104307
2008-04-11 03:58:20	174083	104307
2008-04-11 03:58:20	206351	104307
2008-04-11 03:58:20	206367	104307
2008-04-11 03:58:20	110498	104307
2008-04-11 03:58:20	182287	104307
2008-04-11 03:58:20	206352	104307
2008-04-11 03:58:20	206368	104307
2008-04-11 03:58:20	111443	104307
2008-04-11 03:58:20	187564	104307
2008-04-11 03:58:20	206353	104307
2008-04-11 03:58:20	206369	104307
2008-04-11 03:58:20	119636	104307
2008-04-11 03:58:20	187968	104307
2008-04-11 03:58:20	206354	104307
2008-04-11 03:58:20	206370	104307
2008-04-11 03:58:20	20038	104307
2008-04-11 03:58:20	145682	104307
2008-04-11 03:58:20	196594	104307
2008-04-11 03:58:20	206355	104307
2008-04-11 03:58:20	206371	104307
2008-04-11 03:58:20	20469	104307
2008-04-11 03:58:20	151619	104307
2008-04-11 03:58:20	196602	104307
2008-04-11 03:58:20	206356	104307
2008-04-11 03:58:20	206372	104307
2008-04-11 10:19:47	59741	78852
2008-04-11 10:19:47	172474	78852
2008-04-11 10:19:47	69820	78852
2008-04-11 10:19:47	173234	78852
2008-04-11 10:19:47	2638	78852
2008-04-11 10:19:47	76348	78852
2008-04-11 10:19:47	175103	78852
2008-04-11 10:19:47	14527	78852
2008-04-11 10:19:47	76561	78852
2008-04-11 10:19:47	175556	78852
2008-04-11 10:19:47	17402	78852
2008-04-11 10:19:47	78306	78852
2008-04-11 10:19:47	178284	78852
2008-04-11 10:19:47	20038	78852
2008-04-11 10:19:47	80352	78852
2008-04-11 10:19:47	179438	78852
2008-04-11 10:19:47	22053	78852
2008-04-11 10:19:47	124155	78852
2008-04-11 10:19:47	22511	78852
2008-04-11 10:19:47	150011	78852
2008-04-11 10:19:47	27558	78852
2008-04-11 10:19:47	164436	78852
2008-04-11 10:19:47	27597	78852
2008-04-11 10:19:47	169886	78852
2008-04-11 10:19:47	30535	78852
2008-04-11 10:19:47	169975	78852
2008-04-11 10:19:47	31607	78852
2008-04-11 10:19:47	170043	78852
2008-04-11 10:19:47	43434	78852
2008-04-11 10:19:47	170069	78852
2008-04-11 10:19:47	46880	78852
2008-04-11 10:19:47	170219	78852
2008-04-11 10:19:47	56175	78852
2008-04-11 10:19:47	170622	78852
2008-04-11 10:19:47	59269	78852
2008-04-11 10:19:47	171422	78852
2008-04-21 15:19:21	21132	106161
2008-04-21 15:19:21	47063	106161
2008-04-21 15:19:21	73923	106161
2008-04-21 15:19:21	204497	106161
2008-04-21 15:19:21	204893	106161
2008-06-19 07:30:53	76310	75984
2008-06-19 07:30:53	155195	75984
2008-06-19 07:30:53	155199	75984
2008-06-19 07:30:53	155259	75984
2008-06-19 07:30:53	155366	75984
2008-06-19 07:30:53	155543	75984
2008-06-19 07:30:53	155842	75984
2008-06-19 07:30:53	155862	75984
2008-06-19 07:30:53	155864	75984
2008-06-19 07:30:53	155868	75984
2008-06-19 07:30:53	175872	75984
2008-08-07 20:58:22	31886	101472
2008-08-07 20:58:22	181085	101472
2008-08-07 20:58:22	192317	101472
2008-08-07 20:58:22	192337	101472
2008-08-07 20:58:22	192353	101472
2008-08-24 01:02:18	95341	105378
2008-08-24 01:02:18	169669	105378
2008-08-24 01:02:18	178811	105378
2008-08-24 01:02:18	194536	105378
2008-08-24 01:02:18	200563	105378
2008-08-24 01:02:18	200644	105378
2008-08-24 01:02:18	201230	105378
2008-10-14 01:24:47	9875	289
2008-10-14 01:24:47	10064	289
2008-10-14 01:24:47	14129	289
2008-10-14 01:24:47	258028	289
2008-10-14 01:24:47	258031	289
2008-10-20 15:29:03	27561	79166
2008-10-20 15:29:03	27603	79166
2008-10-20 15:29:03	27885	79166
2008-10-20 15:29:03	11124	79166
2008-10-20 15:29:03	16170	79166
2009-01-16 02:15:18	12105	9
2009-01-16 02:15:18	16672	9
2009-01-16 02:15:18	5793	9
2009-01-16 02:15:18	12307	9
2009-01-16 02:15:18	16675	9
2009-01-16 02:15:18	11027	9
2009-01-16 02:15:18	12553	9
2009-01-16 02:15:18	195780	9
2009-01-16 02:15:18	11062	9
2009-01-16 02:15:18	12555	9
2009-01-16 02:15:18	507730	9
2009-01-16 02:15:18	11069	9
2009-01-16 02:15:18	12558	9
2009-01-16 02:15:18	507731	9
2009-01-16 02:15:18	11398	9
2009-01-16 02:15:18	12560	9
2009-01-16 02:15:18	507732	9
2009-01-16 02:15:18	11419	9
2009-01-16 02:15:18	12563	9
2009-01-16 02:15:18	507733	9
2009-01-16 02:15:18	11667	9
2009-01-16 02:15:18	12566	9
2009-01-16 02:15:18	507734	9
2009-01-16 02:15:18	11676	9
