time	userID
2007-10-20 13:24:19	172799
2007-10-20 13:24:19	27603
2008-01-08 03:54:22	52586
2008-01-12 15:38:33	76561
2008-01-13 01:15:00	169897
2008-01-13 02:46:24	179417
2008-01-13 15:57:18	169714
2008-01-13 16:02:21	30159
2008-01-13 20:19:47	44226
2008-01-14 04:33:26	209202
2008-01-14 14:33:35	72858
2008-01-15 14:47:24	20430
2008-01-19 00:09:11	664
2008-01-19 15:50:12	45481
2008-01-20 08:52:30	11026
2008-01-22 19:14:11	28799
2008-01-24 14:40:22	32782
2008-01-24 14:44:30	16074
2008-01-25 12:28:12	175360
2008-01-26 08:08:20	194312
2008-01-26 08:16:29	179939
2008-01-26 08:33:10	186480
2008-01-28 03:19:28	16422
2008-01-28 08:18:57	2744
2008-01-29 09:44:14	74886
2008-01-29 17:59:27	164230
2008-01-29 18:50:34	11105
2008-01-30 04:48:32	175183
2008-01-30 09:09:30	178284
2008-01-30 09:13:36	173174
2008-01-30 09:15:32	82986
2008-01-30 09:48:24	153028
2008-01-30 11:11:50	153864
2008-01-30 16:19:57	33525
2008-01-30 16:31:06	194669
2008-01-31 05:00:58	25468
2008-01-31 05:48:45	172879
2008-01-31 05:53:29	19415
2008-01-31 09:19:18	169860
2008-02-01 03:03:51	169682
2008-02-01 08:56:31	23929
2008-02-01 09:43:14	180002
2008-02-01 09:57:16	170469
2008-02-01 14:12:42	181085
2008-02-02 11:00:36	177364
2008-02-02 21:29:45	182700
2008-02-03 05:03:54	13759
2008-02-03 05:46:35	178557
2008-02-03 08:00:03	199095
2008-02-04 01:43:43	201278
2008-02-04 06:40:13	180221
2008-02-04 07:35:34	54085
2008-02-04 08:05:54	30535
2008-02-05 10:17:41	64530
2008-02-06 01:03:25	171855
2008-02-06 09:18:56	170758
2008-02-07 11:44:36	171690
2008-02-07 13:21:59	189970
2008-02-07 14:07:21	170411
2008-02-07 14:09:59	33687
2008-02-07 14:11:51	71182
2008-02-07 14:12:01	157223
2008-02-07 15:38:06	169822
2008-02-08 08:42:25	34062
2008-02-08 10:12:26	105301
2008-02-08 14:27:27	21266
2008-02-08 14:35:18	81531
2008-02-09 08:53:26	47063
2008-02-10 02:42:49	28480
2008-02-10 08:33:01	174425
2008-02-11 05:58:31	76359
2008-02-11 14:31:06	47187
2008-02-12 03:25:21	202873
2008-02-12 04:44:09	11142
2008-02-12 08:53:32	169669
2008-02-13 07:35:54	377745
2008-02-13 12:35:58	56175
2008-02-13 12:48:35	67202
2008-02-13 13:02:19	69820
2008-02-13 13:27:01	19728
2008-02-13 13:49:38	196660
2008-02-13 15:53:40	23291
2008-02-13 16:39:11	27252
2008-02-13 16:53:24	455074
2008-02-13 17:05:03	196880
2008-02-13 18:24:32	24188
2008-02-13 18:54:43	56119
2008-02-13 19:34:14	44355
2008-02-13 19:52:30	71726
2008-02-13 19:55:47	111874
2008-02-13 22:57:00	127999
2008-02-13 23:22:57	172166
2008-02-13 23:30:41	188172
2008-02-13 23:57:32	201291
2008-02-14 00:31:49	170339
2008-02-14 01:14:39	172400
2008-02-14 03:55:33	200700
2008-02-14 04:08:31	166036
2008-02-14 04:25:53	169966
2008-02-14 04:55:10	46778
2008-02-14 05:20:59	60908
2008-02-14 05:30:12	70268
2008-02-14 05:36:52	169808
2008-02-14 06:53:40	170011
2008-02-14 07:02:05	55933
2008-02-14 09:04:43	152716
2008-02-14 09:06:58	170447
2008-02-14 11:47:47	36240
2008-02-14 12:49:11	170387
2008-02-14 14:42:22	25532
2008-02-14 14:48:18	64791
2008-02-15 00:41:54	169931
2008-02-15 03:17:58	171612
2008-02-15 03:54:50	28071
2008-02-15 04:59:31	187638
2008-02-15 08:33:10	109862
2008-02-15 19:15:11	176957
2008-02-16 06:34:26	170527
2008-02-16 08:43:18	192974
2008-02-17 02:09:17	106409
2008-02-17 04:16:14	150241
2008-02-17 04:26:11	66423
2008-02-17 05:32:05	80424
2008-02-17 06:55:12	189030
2008-02-17 07:48:21	169684
2008-02-17 09:10:59	16388
2008-02-18 05:44:00	16394
2008-02-18 05:49:34	82023
2008-02-18 06:11:15	65767
2008-02-18 06:58:38	22511
2008-02-18 07:00:51	30559
2008-02-18 07:32:49	171508
2008-02-18 09:23:36	85130
2008-02-18 17:33:39	20744
2008-02-19 03:00:18	20658
2008-02-19 03:00:38	302809
2008-02-19 03:13:26	179103
2008-02-19 03:23:42	80183
2008-02-19 03:28:31	39088
2008-02-19 03:53:11	19965
2008-02-19 04:08:55	187676
2008-02-19 04:12:43	5885
2008-02-19 04:58:13	97627
2008-02-19 05:22:03	28873
2008-02-19 07:46:00	72902
2008-02-19 09:36:10	171627
2008-02-19 10:53:01	174817
2008-02-19 13:23:56	172886
2008-02-19 13:30:53	25095
2008-02-19 16:56:12	187911
2008-02-19 21:00:05	118323
2008-02-20 03:11:10	170968
2008-02-20 03:18:10	11455
2008-02-20 03:49:22	180608
2008-02-20 04:08:27	136596
2008-02-20 05:06:27	18662
2008-02-20 05:06:57	179959
2008-02-20 05:07:06	77443
2008-02-20 05:08:51	157027
2008-02-20 05:10:32	82310
2008-02-20 05:33:22	170509
2008-02-20 05:47:38	22324
2008-02-20 06:00:45	208004
2008-02-20 06:56:25	54258
2008-02-20 07:46:22	72945
2008-02-20 10:42:42	76482
2008-02-20 10:45:54	17462
2008-02-20 10:49:40	186620
2008-02-20 10:54:03	170002
2008-02-20 10:56:00	76477
2008-02-20 11:11:14	177008
2008-02-20 11:37:27	173318
2008-02-20 14:29:38	170050
2008-02-20 18:35:46	155588
2008-02-20 21:12:07	169737
2008-02-20 22:43:08	19247
2008-02-20 23:01:33	190168
2008-02-20 23:07:40	197411
2008-02-21 02:30:31	24492
2008-02-21 02:44:10	81419
2008-02-21 02:48:23	23950
2008-02-21 02:50:32	123189
2008-02-21 02:51:47	29627
2008-02-21 02:56:45	168368
2008-02-21 02:56:54	180376
2008-02-21 03:03:47	30508
2008-02-21 03:16:21	144319
2008-02-21 04:28:22	3276
2008-02-21 04:41:10	186351
2008-02-21 04:53:54	178981
2008-02-21 05:33:00	23935
2008-02-21 06:01:37	53644
2008-02-21 13:50:40	110525
2008-02-21 14:03:34	53071
2008-02-21 14:47:48	69606
2008-02-22 02:56:47	15625
2008-02-22 02:57:30	71312
2008-02-22 03:01:13	180876
2008-02-22 03:14:06	43387
2008-02-22 03:40:48	19760
2008-02-22 03:50:05	76255
2008-02-22 06:36:09	18597
2008-02-22 07:44:48	64821
2008-02-22 07:46:08	72197
2008-02-22 08:09:30	30372
2008-02-22 08:27:18	74483
2008-02-22 20:38:51	174311
2008-02-22 21:39:02	11066
2008-02-23 03:18:47	46194
2008-02-23 03:28:29	54775
2008-02-23 03:32:37	188499
2008-02-23 03:44:23	40345
2008-02-23 03:48:10	66212
2008-02-23 04:00:12	9811
2008-02-23 04:07:11	72202
2008-02-23 05:53:45	3755
2008-02-23 06:03:00	45314
2008-02-23 07:46:46	186280
2008-02-23 08:26:04	10336
2008-02-23 09:20:45	203905
2008-02-23 14:14:37	33326
2008-02-23 16:10:43	34099
2008-02-24 03:06:05	64634
2008-02-24 03:22:03	78505
2008-02-24 03:53:36	188658
2008-02-24 04:07:37	27595
2008-02-24 04:48:15	153775
2008-02-24 05:28:04	180694
2008-02-24 05:34:57	155128
2008-02-24 05:49:20	33358
2008-02-24 06:03:19	2845
2008-02-24 06:04:18	25335
2008-02-24 06:25:25	148846
2008-02-24 08:01:09	195630
2008-02-24 08:31:24	118771
2008-02-24 08:42:52	9181
2008-02-24 09:58:36	21784
2008-02-24 10:31:23	30827
2008-02-24 13:29:48	170498
2008-02-24 14:14:52	297676
2008-02-24 16:37:06	171927
2008-02-24 20:23:26	201236
2008-02-24 23:40:58	59474
2008-02-25 02:33:27	193952
2008-02-25 03:33:27	27578
2008-02-25 04:40:11	33108
2008-02-25 04:40:58	74105
2008-02-25 04:41:26	10300
2008-02-25 05:18:39	174382
2008-02-25 05:38:29	171675
2008-02-25 06:03:22	57490
2008-02-25 06:07:29	196720
2008-02-25 06:44:41	40025
2008-02-25 06:59:21	196642
2008-02-25 08:24:30	54731
2008-02-25 11:27:20	210551
2008-02-25 14:32:26	171515
2008-02-25 19:47:36	151734
2008-02-25 20:04:10	190289
2008-02-25 20:30:53	296976
2008-02-25 23:34:42	40173
2008-02-26 00:44:50	8297
2008-02-26 02:59:02	194587
2008-02-26 02:59:07	153465
2008-02-26 03:25:38	30533
2008-02-26 03:44:06	290668
2008-02-26 04:16:17	454027
2008-02-26 04:30:32	24514
2008-02-26 04:36:57	39766
2008-02-26 04:45:46	175243
2008-02-26 04:56:46	165809
2008-02-26 06:03:32	48198
2008-02-26 06:15:49	99873
2008-02-26 06:18:33	32894
2008-02-26 06:58:43	218559
2008-02-26 10:14:48	27608
2008-02-26 22:06:42	170892
2008-02-26 23:40:22	171228
2008-02-27 03:16:39	21959
2008-02-27 03:35:16	21236
2008-02-27 03:47:13	49878
2008-02-27 03:48:16	40094
2008-02-27 03:50:32	170139
2008-02-27 04:13:47	173415
2008-02-27 04:28:17	172629
2008-02-27 04:32:02	194753
2008-02-27 05:06:36	16466
2008-02-27 05:15:09	171224
2008-02-27 05:27:46	171495
2008-02-27 05:57:59	10872
2008-02-27 06:28:55	43793
2008-02-27 07:22:23	170060
2008-02-27 08:42:32	40053
2008-02-27 08:58:16	76061
2008-02-27 09:34:02	170556
2008-02-27 10:26:21	194395
2008-02-27 11:52:38	151371
2008-02-27 11:58:54	180028
2008-02-27 12:46:01	162423
2008-02-27 12:52:53	45934
2008-02-27 16:00:13	10656
2008-02-27 16:00:35	20009
2008-02-27 17:42:35	8263
2008-02-27 18:22:28	67307
2008-02-27 18:49:03	56340
2008-02-27 19:52:53	170098
2008-02-27 19:55:17	59506
2008-02-27 21:32:42	159176
2008-02-27 21:39:22	17660
2008-02-27 22:01:45	177501
2008-02-28 00:51:22	169901
2008-02-28 01:25:38	43909
2008-02-28 01:35:59	3110
2008-02-28 01:36:31	172123
2008-02-28 01:56:16	44868
2008-02-28 02:43:22	2571
2008-02-28 02:48:50	40043
2008-02-28 02:49:40	67777
2008-02-28 02:50:16	15948
2008-02-28 02:53:49	46842
2008-02-28 03:33:23	73855
2008-02-28 03:53:18	40079
2008-02-28 03:53:19	53015
2008-02-28 03:54:27	126029
2008-02-28 04:00:15	171014
2008-02-28 04:21:53	176324
